0000-0002-6325-5671	0.30913567721298507
0000-0001-6965-7789	0.30824969854391199
0000-0002-1296-6887	0.30755628950723018
0000-0001-8447-8869	0.30701782603317473
0000-0003-2686-9241	0.30673763636761858
0000-0002-4465-8264	0.30580735314260493
0000-0002-6610-2048	0.30571463507904317
0000-0002-3389-0586	0.30564513341905253
0000-0003-1033-1340	0.30517104986931615
0000-0003-4996-9069	0.3042731832520702
0000-0002-1522-9065	0.3041699231220073
0000-0002-0167-2453	0.30402089327236398
0000-0003-3494-343X	0.30344905997049371
0000-0003-1989-4879	0.30270888476417113
0000-0001-5118-1313	0.30248186445161362
0000-0002-3101-1808	0.30199492198703276
0000-0001-6914-7797	0.30140815159719136
0000-0001-9078-5507	0.30092465721090922
0000-0002-8538-9195	0.30064426824179619
0000-0001-8684-2222	0.3003532174552494
0000-0002-6745-4790	0.3001073835036881
0000-0003-2229-011X	0.30008505491594928
0000-0002-4488-726X	0.29983965956196829
0000-0002-0834-3978	0.29955016380837135
0000-0001-6685-0479	0.29951679642045276
0000-0003-2063-4345	0.29909478536135087
0000-0002-3382-9558	0.29901717615730561
0000-0002-1050-4056	0.29883993484220472
0000-0002-0745-9792	0.29833153449445737
0000-0002-0752-2974	0.29817714712585047
0000-0003-3460-0103	0.29796787681721454
0000-0003-4823-129X	0.29785785249226915
0000-0001-5464-0888	0.29727607743488604
0000-0002-5064-9495	0.29726512239075886
0000-0003-2191-1674	0.2970352528333628
0000-0001-7717-5085	0.29694777696284314
0000-0001-7291-0087	0.29640221793847632
0000-0003-1673-970X	0.29601065506570889
0000-0002-5564-9873	0.29596721193159542
0000-0003-3037-257X	0.29593463794833197
0000-0002-9245-6368	0.29576103106239032
0000-0003-0710-9474	0.29576103106239032
0000-0001-5390-8563	0.29553348090110398
0000-0002-3481-9052	0.29540360937472565
0000-0002-1891-3794	0.2952198199822732
0000-0002-5619-4938	0.29516580779375873
0000-0001-7116-9303	0.29493917225578181
0000-0002-3363-0936	0.29482059724409315
0000-0001-6017-2961	0.29475596014161698
0000-0003-0716-107X	0.29471288448341798
0000-0002-3933-7677	0.29455146283486577
0000-0001-8600-4798	0.29455146283486577
0000-0001-7211-5729	0.29402538221963309
0000-0001-7113-1233	0.29402538221963309
0000-0001-6797-1889	0.29401466544669896
0000-0001-8472-1996	0.29400394945495623
0000-0002-9900-4751	0.29393966990473469
0000-0001-7523-570X	0.2935759493829615
0000-0001-8362-4094	0.29355458208798113
0000-0002-6878-9840	0.29322378630300378
0000-0002-3653-5598	0.29294691898589603
0000-0002-1742-7735	0.29286183419966721
0000-0002-3433-4610	0.29235236159740624
0000-0002-1869-7817	0.29205598700925539
0000-0003-2858-9657	0.29182354247867859
0000-0002-0639-5141	0.29160200850217377
0000-0002-1775-4859	0.29159146765455585
0000-0001-7988-8177	0.29153877484533713
0000-0002-8036-8491	0.29152823856868931
0000-0002-8854-3776	0.29135976165555272
0000-0003-1059-9603	0.29126507893827885
0000-0002-6137-903X	0.29120199130701535
0000-0001-7983-8698	0.29108640160203642
0000-0002-6584-1703	0.29105489306136145
0000-0002-7978-7648	0.29098139965354713
0000-0002-1283-8420	0.29088696264814229
0000-0003-0121-0723	0.29085549726673515
0000-0003-4210-7693	0.29077162285327779
0000-0001-7506-5640	0.2907087487817368
0000-0003-3451-9970	0.29030072916096133
0000-0002-3569-7421	0.2902485017701365
0000-0002-6877-7655	0.29019629316817042
0000-0001-5477-9097	0.28995637531256768
0000-0001-6082-8529	0.28991469095728989
0000-0001-8808-0073	0.28984177216756973
0000-0002-5069-4202	0.28977929953643111
0000-0002-2555-3192	0.28957125179292936
0000-0001-8128-6976	0.28956085724731256
0000-0002-0106-7755	0.28950889571100147
0000-0002-5741-3047	0.2894777277397414
0000-0002-3321-1432	0.28946733990726065
0000-0002-8725-1069	0.28906279514067346
0000-0003-3820-2823	0.28903172314291564
0000-0002-4588-6517	0.28901101218858632
0000-0002-1066-6098	0.28895924778605936
0000-0002-3968-4409	0.2889488971306241
0000-0002-3875-1171	0.28886611857459743
0000-0001-8018-5348	0.28878338743406123
